id,nome,ano,sinopse,genero
925,Bee Movie: A História de uma Abelha,2007,O ambicioso jovem Barry B. Benson cai no mundo com os respeitados Ases do Pólen em busca de néctar e aventura. Mas quando quebra uma das regras...,Família
926,Maze Runner: Prova de Fogo,2015,"Após escapar do labirinto, Thomas e os garotos que o acompanharam em sua fuga da Clareira precisam agora lidar com uma realidade bem diferente: a...",Ficção
927,Rocky Em Uma Gatástrofe,2026,"Quando um dos planos de Humdinger dá errado, o lar de um Gatinho do Ferro-Velho é destruído, e Rocky acaba assumindo mais do que consegue lidar ao...",Animação
928,A Grande Inundação,2025,"No que poderia ser o último dia da vida na Terra, uma luta em um apartamento inundado se transforma na única esperança de sobrevivência da humanidade.",Ficção
929,À Procura da Felicidade,2006,"Chris enfrenta sérios problemas financeiros e Linda, sua esposa, decide partir. Ele agora é pai solteiro e precisa cuidar de Christopher, seu...",Drama
930,Farejando Vingança 2: Cidade dos Lobos,2025,"Com o indicado ao Oscar Aaron Eckhart este thriller de ação mostra um ex-oficial K-9 que, após um ataque brutal à família, busca justiça com seu...",Ação
931,"RRR: Revolta, Rebelião, Revolução",2022,Um guerreiro corajoso em uma missão perigosa encontra um policial durão que serve ao exército britânico nesta saga épica ambientada na Índia...,Ação
932,Uma Peituda Contra a Máfia,1974,"Jane Tennay é uma agente secreta de peitos grandes. Sua agência quer que ela assassine, um por um, uma máfia de traficantes de heroína. Para que...",Comédia
933,London Calling,2025,Um assassino de aluguel medíocre e em má fase financeira intercepta acidentalmente um contrato destinado a um notório matador de elite. Para...,Ação
934,Na Natureza Selvagem,2007,"Início da década de 90. Christopher McCandless é um jovem recém-formado, que decide viajar sem rumo pelos Estados Unidos em busca da liberdade....",Aventura
935,Indiana Jones e o Templo da Perdição,1984,"Em 1935, o professor, arqueólogo e aventureiro Indiana Jones tem uma nova missão: resgatar as pedras roubadas por um feiticeiro e libertar...",Aventura
936,Midsommar: O Mal Não Espera a Noite,2019,Dani e Christian formam um jovem casal americano com um relacionamento prestes a desmoronar. Mas depois que uma tragédia familiar os mantém...,Terror
937,A Múmia - Tumba do Imperador Dragão,2008,O imperador chinês Dragão e seu grande exército são enfeitiçados e enterrados por uma bruxa maldita. Quando o jovem arqueólogo Alex O' Connell é...,Aventura
938,The Rocky Horror Picture Show,1975,"Um casal de noivos se vê obrigado, em virtude de um problema com o carro, a irem a um estranho castelo pedirem auxílio, sem saberem que ele é...",Comédia
939,Janela Indiscreta,1954,"Em Greenwich Village, Nova York, L.B. Jeffries, um fotógrafo profissional, está de molho em seu apartamento por ter quebrado a perna enquanto...",Suspense
940,O Macaco,2025,"Dois irmãos gêmeos encontram um macaco de brinquedo que pertenceu ao seu pai. Quando percebem coisas sinistras acontecendo à sua volta, os dois se...",Terror
941,Ninja Assassino,2009,"Raizo é um dos assassinos mais temidos do mundo. Tirado das ruas na infância, foi treinado pelo clã Ozunu – um grupo secreto cuja existência em si...",Ação
942,My Hero Academia: Agora é a Sua Vez,2024,"“Agora é a sua vez”! Essas foram as palavras que All Might, o Símbolo da Paz, falou depois de derrotar All For One, o Símbolo do Mal. Era a...",Animação
943,Os Caça-Fantasmas,1984,"Em Nova York, Peter Venkman, Ray Stantz e Egon Spengler são três cientistas do departamento de psicologia da Universidade de Columbia que se...",Comédia
944,Desligue!,2026,"Um grupo de mulheres cai em um golpe por telefone, e a polícia não ajuda. Determinadas a reconquistar suas vidas, elas se unem para investigar e...",Suspense
945,Amor à Flor da Pele,2000,"Ambientado em Hong Kong no início dos anos 60, dois vizinhos, Sr. Chow e Sra. Chan, criam um vínculo depois de começarem a suspeitar que seus...",Drama
946,Youth ,2026,"Youth acompanha Praveen, um garoto de 15 anos que entra na adolescência determinado a encontrar o amor verdadeiro antes do fim das aulas. Conforme...",Comédia
947,"Apertem os Cintos, o Piloto Sumiu",1980,"O piloto Ted Striker, ex-combatente de guerra, é forçado a assumir os controles de um avião quando a tripulação sucumbe à comida contaminada....",Comédia
948,Batman & Robin,1997,"A dupla dinâmica enfrenta os supervilões Mr. Freeze e sedutora ecoterrorista Hera Venenosa. Mas, para poder livrar Gotham City das garras dos...",Ação
949,O Último Samurai,2003,"Em 1870 é enviado ao Japão o capitão Nathan Algren, um conceituado militar norte-americano. A missão de Algren é treinar as tropas do imperador...",Drama
950,Uma Manhã Suave,2013,"Em uma manhã tranquila, Fred (Stanley Tucci) bate à porta do apartamento da bela Velvet (Alice Eve). Os dois não se vêem há mais de quatro anos,...",Drama
951,O Espanta Tubarões,2004,"Oscar é um pequeno peixe que tem sonhos grandes, que se torna um herói involuntário após pregar uma grande mentira. Após ser perseguido pelo filho...",Animação
952,O Contador,2016,"O matemático Christian Wolff sente-se muito mais à vontade lidando com números do que com pessoas. Atualmente, trabalha como contador autônomo...",Crime
953,Madagascar 3: Os Procurados,2012,"Os amigos Alex, Marty, Melman, Gloria, rei Julien e os pinguins deixam o continente africano rumo à Europa. Eles vão parar em Mônaco, onde passam...",Animação
954,A Saga Crepúsculo: Lua Nova,2009,"Logo após Bella Swan completar 18 anos, Edward Cullen decide deixá-la para trás em um esforço para protegê-la após um ataque que quase tirou sua...",Aventura
955,Murder at the Embassy,2025,"1934. Miranda Green, uma detetive particular, investiga um assassinato cometido na embaixada britânica no Cairo, onde um documento ultrassecreto...",Mistério
956,Kill Bill: Volume 2,2004,"Após ser traída por Bill e seu antigo grupo, a Noiva assassina fica à beira da morte por 4 anos. Após despertar do coma, ela vai atrás de cada um...",Ação
957,O Tempo com Você,2019,"O estudante Hodaka foge de sua casa em uma ilha periférica e se muda para Tóquio, onde faz amizade com Hina. Ela tem um poder que deixa Hodaka...",Animação
958,"Se Beber, Não Case! Parte II",2011,"Phil, Stu, Alan e Doug viajam à exótica Tailândia para o casamento de Stu. O que poderia dar errado? Dois anos depois da desastrosa despedida de...",Comédia
959,Nocaute,2015,"Billy ""The Great"" Hope, um lutador, trilha seu caminho rumo ao título de campeão enquanto enfrenta diversas tragédias em sua vida pessoal. Além...",Ação
960,As Aventuras de Pi,2012,"Pi Patel é filho do dono de um zoológico localizado em Pondicherry, na Índia. Após anos cuidando do negócio, a família decide vender o...",Aventura
961,A Autópsia,2016,O corpo de uma mulher não identificada é descoberto em uma pequena vila na Virgínia. Eventos inexplicáveis começam a atormentar os donos do...,Terror
962,V de Vingança,2006,"Após uma guerra mundial, a Inglaterra é ocupada por um governo fascista e vive sob um regime totalitário. Na luta pela liberdade, um vigilante,...",Ação
963,Moonwalker,1988,Mr. Big é um poderoso traficante de drogas que oferece um grande perigo às crianças. Para defendê-las surge Michael na pele de um herói...,Fantasia
964,Garota em Chamas: Rebelião,2018,Uma garota do ensino médio descobre que seus talentos telecinéticos são mais perigosos do que imaginava quando é perseguida por criminosos. Agora...,Ação
965,Como Perder um Homem em 10 Dias,2003,"Ben é um publicitário que aposta com o chefe que faz qualquer mulher se apaixonar por ele em dez dias. Se conseguir, será o responsável por uma...",Comédia
966,Oito Mulheres e um Segredo,2018,"Cinco anos, oito meses, 12 dias... em contagem regressiva. Este foi o tempo que Debbie Ocean levou para preparar o maior assalto da sua vida. Ela...",Crime
967,13 Dias no Lago da Morte,2024,"No lago mais perigoso da Flórida, um jacaré gigante espalha terror ao iniciar uma matança para retomar seu território. Para detê-lo, um domador de...",Terror
968,9 - A Salvação,2009,"Quando o boneco 9 ganha vida, ele se encontra num mundo pós-apocalíptico em que os humanos foram dizimados. Por acaso, encontra uma pequena...",Ação
969,Superman II: A Aventura Continua (Versão do Diretor),2006,"Originalmente, os dois primeiros filmes da série Superman seriam filmados simultaneamente por Richard Donner. Porém, após o lançamento e grande...",Ficção
970,O Conde de Monte Cristo,2024,"Alvo de uma armadilha, o jovem Edmond Dantès é preso no dia de seu casamento por um crime que não cometeu. Após 14 anos na prisão da ilha de...",Aventura
971,Chefes de Estado,2025,O primeiro-ministro do Reino Unido e o presidente dos EUA têm uma rivalidade pública que ameaça a aliança de seus países. Quando se tornam o alvo...,Ação
972,Outro Amor Fora do Tempo,2025,"O calouro astro do futebol americano, Drayton, luta com o peso das expectativas após um revés devastador, enquanto a dançarina Dallas começa a...",Romance
973,O Fabuloso Destino de Amélie Poulain,2001,"Após deixar a vida de subúrbio que levava com a família, a inocente Amélie muda-se para o bairro parisiense de Montmartre, onde começa a trabalhar...",Comédia
974,Rajadas de Fogo,1991,"Sob a proteção de um experiente criminoso, três órfãos se tornam sofisticados ladrões internacionais. Anos mais tarde, escalados pelo pai adotivo...",Ação
975,O Menino do Pijama Listrado,2008,"Durante a Segunda Guerra Mundial, Bruno, um garoto de oito anos, e sua família saem de Berlim para residir próximo a um campo de concentração,...",Drama
976,No Ritmo do Coração,2021,"Como CODA (Filhos de Adultos Surdos), Ruby é a única pessoa com audição em sua família. Quando o negócio de pesca da família é ameaçado, Ruby se...",Drama
977,Outro Amor Fora do Tempo,2025,"O calouro astro do futebol americano, Drayton, luta com o peso das expectativas após um revés devastador, enquanto a dançarina Dallas começa a...",Romance
978,Comboio,1978,"Baseado na música de C.W. McCall, Comboio narra a história de um lendário caminhoneiro, Rubber Duck (Kris Kristofferson), que se desentende com um...",Ação
979,A Entidade,2012,Ellison (Ethan Hawke) é um escritor de romances policias que acaba de se mudar com a família. No sótão da nova casa ele descobre antigos rolos de...,Terror
980,O Segredo da Cabana,2012,"Cinco amigos fazem uma pausa em uma cabana remota, onde conseguem mais do que esperavam, descobrindo a verdade atrás da cabana na floresta.",Terror
981,Dois Caras Legais,2016,"Na Los Angeles dos anos 1970, a filha de uma funcionária do Departamento de Justiça dos Estados Unidos é sequestrada e ela decide contratar...",Comédia
982,Juntos,2025,"O que poderia ser uma oportunidade para recomeçar logo se transforma em um verdadeiro pesadelo, quando uma força sobrenatural começa a corromper...",Terror
983,Mamma Mia!,2008,"1999, na ilha grega de Kalokairi. Sophie está prestes a se casar e, sem saber quem é seu pai, envia convites para Sam Carmichael, Harry Bright e...",Comédia
984,A Entrevista,2014,"Dave Skylark e seu produtor Aaron Rapoport têm um programa de TV apelativo sobre celebridades chamado ""Skylark Tonight"". Eles descobrem que o...",Ação
985,007 Contra Spectre,2015,James Bond chega à Cidade do México e está pronto para eliminar Marco Sciarra sem que o chef M saiba da missão. O caso leva à suspensão temporária...,Ação
986,Watchmen: O Filme,2009,"Quando um ex-herói é assassinado, Rorschach reúne antigos vigilantes aposentados para investigar. Juntos descobrem uma vasta conspiração ligada ao...",Mistério
987,Indiana Jones e a Última Cruzada,1989,"O arqueólogo Indiana Jones tem acesso à um misterioso envelope que contém informações sobre a localização do lendário Santo Graal, o cálice que...",Aventura
988,Planeta dos Macacos: A Origem,2011,"Will Rodman é um jovem cientista que pesquisa macacos para obter um tratamento para o mal de Alzheimer, doença que afeta seu pai. Um desses...",Suspense
989,Do Fundo do Mar,1999,"A Dra. Susan McAlester está fazendo pesquisa com tubarões, pois pretende através deles descobrir a cura para o Mal de Alzheimer. Russell Franklin,...",Ação
990,Orca: A Baleia Assassina,2026,"Um thriller de sobrevivência eletrizante que gira em torno das melhores amigas Trish Stevens e Maddie Clark, que se veem em um confronto mortal...",Suspense
991,Ong-Bak: Guerreiro Sagrado,2003,"Uma valiosa estátua de Buda é roubada do templo de um vilarejo na Tailândia. Para recuperá-la e restabelecer a honra em sua terra natal, um...",Ação
992,Transformers: O Último Cavaleiro,2017,"Optimus Prime encontra seu planeta natal, Cybertron, agora um planeta morto, e descobre que foi responsável por matá-lo.  Ele encontra uma maneira...",Ação
993,Amazon Hot Box,2018,Uma estudante inocente tem de lutar pela vida numa prisão na selva e medir forças com uma guarda malvada que recorre a feitiços e instrumentos de...,Terror
